Ca,z_over_lgamma
1.541114e-03,0.650756
2.568909e-03,0.723166
3.433280e-03,0.761116
4.478292e-03,0.797822
5.585456e-03,0.840510
6.449882e-03,0.876107
7.494837e-03,0.929497
8.182857e-03,0.969846
9.131282e-03,1.024374
9.929323e-03,1.090787
1.028214e-02,1.242591
