s,h,theta,w,x
5.350535053505350858e-02,4.446081799420414232e-02,8.161762757728285855e-01,-3.790179118487732701e+00,2.875315716055294388e-02
5.363036303630363405e-02,4.455187330966967757e-02,8.157030138797455310e-01,-3.781259705712531893e+00,2.883879221320459138e-02
5.375537553755375952e-02,4.464288812465218997e-02,8.152308648713381123e-01,-3.772374708348595451e+00,2.892447035887097881e-02
5.388038803880387806e-02,4.473386251405195302e-02,8.147598244586909955e-01,-3.763523911669827804e+00,2.901019147709574947e-02
5.400540054005400353e-02,4.482479655255445367e-02,8.142898883796160225e-01,-3.754707102799681895e+00,2.909595544793817240e-02
5.413041304130412901e-02,4.491569031463146094e-02,8.138210523984230615e-01,-3.745924070690922481e+00,2.918176215196980477e-02
5.425542554255425448e-02,4.500654387454215005e-02,8.133533123056921887e-01,-3.737174606105654107e+00,2.926761147027124796e-02
5.438043804380437996e-02,4.509735730633415013e-02,8.128866639180485354e-01,-3.728458501595622643e+00,2.935350328442888970e-02
5.450545054505450543e-02,4.518813068384463366e-02,8.124211030779403542e-01,-3.719775551482763287e+00,2.943943747653169143e-02
5.463046304630463090e-02,4.527886408070138508e-02,8.119566256534181958e-01,-3.711125551840015024e+00,2.952541392916800678e-02
5.475547554755475638e-02,4.536955757032383463e-02,8.114932275379178606e-01,-3.702508300472381109e+00,2.961143252542241047e-02
5.488048804880488185e-02,4.546021122592411312e-02,8.110309046500445707e-01,-3.693923596898244011e+00,2.969749314887257241e-02
5.500550055005500732e-02,4.555082512050810661e-02,8.105696529333604738e-01,-3.685371242330910846e+00,2.978359568358614554e-02
5.513051305130513280e-02,4.564139932687645562e-02,8.101094683561730347e-01,-3.676851039660421705e+00,2.986974001411769192e-02
5.525552555255525133e-02,4.573193391762561677e-02,8.096503469113274232e-01,-3.668362793435568037e+00,2.995592602550561229e-02
5.538053805380537681e-02,4.582242896514886893e-02,8.091922846159997906e-01,-3.659906309846161943e+00,3.004215360326914844e-02
5.550555055505550228e-02,4.591288454163729160e-02,8.087352775114933223e-01,-3.651481396705535509e+00,3.012842263340535093e-02
5.563056305630562776e-02,4.600330071908079882e-02,8.082793216630363986e-01,-3.643087863433254636e+00,3.021473300238610923e-02
5.575557555755575323e-02,4.609367756926912446e-02,8.078244131595826438e-01,-3.634725521038066010e+00,3.030108459715520966e-02
5.588058805880587870e-02,4.618401516379281452e-02,8.073705481136138618e-01,-3.626394182101057240e+00,3.038747730512540018e-02
5.600560056005600418e-02,4.627431357404418466e-02,8.069177226609437481e-01,-3.618093660759034602e+00,3.047391101417548653e-02
5.613061306130612965e-02,4.636457287121833332e-02,8.064659329605251559e-01,-3.609823772688115273e+00,3.056038561264745254e-02
5.625562556255625513e-02,4.645479312631406454e-02,8.060151751942580267e-01,-3.601584335087527844e+00,3.064690098934361520e-02
5.638063806380638060e-02,4.654497441013487335e-02,8.055654455668007641e-01,-3.593375166663618892e+00,3.073345703352378319e-02
5.650565056505650607e-02,4.663511679328988940e-02,8.051167403053819394e-01,-3.585196087614064719e+00,3.082005363490245703e-02
5.663066306630663155e-02,4.672522034619482068e-02,8.046690556596153288e-01,-3.577046919612276721e+00,3.090669068364604311e-02
5.675567556755675702e-02,4.681528513907290412e-02,8.042223879013167265e-01,-3.568927485792015020e+00,3.099336807037008507e-02
5.688068806880688250e-02,4.690531124195579382e-02,8.037767333243213130e-01,-3.560837610732191294e+00,3.108008568613653683e-02
5.700570057005700797e-02,4.699529872468456021e-02,8.033320882443050204e-01,-3.552777120441854120e+00,3.116684342245104600e-02
5.713071307130713344e-02,4.708524765691054353e-02,8.028884489986060080e-01,-3.544745842345379483e+00,3.125364117126025465e-02
5.725572557255725892e-02,4.717515810809627674e-02,8.024458119460488037e-01,-3.536743605267838042e+00,3.134047882494912785e-02
5.738073807380738439e-02,4.726503014751643611e-02,8.020041734667702205e-01,-3.528770239420540911e+00,3.142735627633830992e-02
5.750575057505750987e-02,4.735486384425866696e-02,8.015635299620470500e-01,-3.520825576386779066e+00,3.151427341868150156e-02
5.763076307630763534e-02,4.744465926722454818e-02,8.011238778541248662e-01,-3.512909449107727067e+00,3.160123014566283695e-02
5.775577557755776081e-02,4.753441648513042489e-02,8.006852135860498265e-01,-3.505021691868530187e+00,3.168822635139431632e-02
5.788078807880787935e-02,4.762413556650830354e-02,8.002475336215011392e-01,-3.497162140284563847e+00,3.177526193041322472e-02
5.800580058005800482e-02,4.771381657970676093e-02,7.998108344446256401e-01,-3.489330631287856033e+00,3.186233677767961320e-02
5.813081308130813030e-02,4.780345959289174218e-02,7.993751125598742568e-01,-3.481527003113690899e+00,3.194945078857374526e-02
5.825582558255825577e-02,4.789306467404749745e-02,7.989403644918396941e-01,-3.473751095287359814e+00,3.203660385889362666e-02
5.838083808380838124e-02,4.798263189097737302e-02,7.985065867850958954e-01,-3.466002748611092699e+00,3.212379588485249349e-02
5.850585058505850672e-02,4.807216131130469250e-02,7.980737760040396145e-01,-3.458281805151138588e+00,3.221102676307636969e-02
5.863086308630863219e-02,4.816165300247362419e-02,7.976419287327327634e-01,-3.450588108225007389e+00,3.229829639060162461e-02
5.875587558755875767e-02,4.825110703174995824e-02,7.972110415747472034e-01,-3.442921502388868848e+00,3.238560466487253736e-02
5.888088808880888314e-02,4.834052346622198099e-02,7.967811111530100909e-01,-3.435281833425106512e+00,3.247295148373890300e-02
5.900590059005900861e-02,4.842990237280131449e-02,7.963521341096518880e-01,-3.427668948330015564e+00,3.256033674545363854e-02
5.913091309130913409e-02,4.851924381822367988e-02,7.959241071058554828e-01,-3.420082695301660980e+00,3.264776034867043070e-02
5.925592559255925262e-02,4.860854786904977853e-02,7.954970268217058660e-01,-3.412522923727876911e+00,3.273522219244136972e-02
5.938093809380937810e-02,4.869781459166604848e-02,7.950708899560430254e-01,-3.404989484174405945e+00,3.282272217621465954e-02
5.950595059505950357e-02,4.878704405228551089e-02,7.946456932263150641e-01,-3.397482228373194690e+00,3.291026019983225859e-02
5.963096309630962905e-02,4.887623631694851950e-02,7.942214333684329830e-01,-3.390001009210818150e+00,3.299783616352761767e-02
5.975597559755975452e-02,4.896539145152361411e-02,7.937981071366274621e-01,-3.382545680717051084e+00,3.308544996792340404e-02
5.988098809880987999e-02,4.905450952170824219e-02,7.933757113033061970e-01,-3.375116098053569047e+00,3.317310151402923929e-02
6.000600060006000547e-02,4.914359059302959853e-02,7.929542426589135662e-01,-3.367712117502793312e+00,3.326079070323945813e-02
6.013101310131013094e-02,4.923263473084537462e-02,7.925336980117906327e-01,-3.360333596456858807e+00,3.334851743733090179e-02
6.025602560256025642e-02,4.932164200034452189e-02,7.921140741880375868e-01,-3.352980393406726378e+00,3.343628161846069757e-02
6.038103810381038189e-02,4.941061246654804284e-02,7.916953680313770780e-01,-3.345652367931411408e+00,3.352408314916408005e-02
6.050605060506050736e-02,4.949954619430973340e-02,7.912775764030184344e-01,-3.338349380687348322e+00,3.361192193235223308e-02
6.063106310631063284e-02,4.958844324831694628e-02,7.908606961815239922e-01,-3.331071293397880773e+00,3.369979787131011095e-02
6.075607560756075831e-02,4.967730369309134725e-02,7.904447242626762016e-01,-3.323817968842866843e+00,3.378771086969433596e-02
6.088108810881088379e-02,4.976612759298964378e-02,7.900296575593461768e-01,-3.316589270848426363e+00,3.387566083153104035e-02
6.100610061006100926e-02,4.985491501220433441e-02,7.896154930013637996e-01,-3.309385064276784583e+00,3.396364766121380552e-02
6.113111311131113473e-02,4.994366601476447204e-02,7.892022275353883787e-01,-3.302205215016252637e+00,3.405167126350153867e-02
6.125612561256126021e-02,5.003238066453634392e-02,7.887898581247815288e-01,-3.295049589971323023e+00,3.413973154351641892e-02
6.138113811381138568e-02,5.012105902522424189e-02,7.883783817494800505e-01,-3.287918057052869436e+00,3.422782840674184340e-02
6.150615061506151116e-02,5.020970116037116321e-02,7.879677954058716960e-01,-3.280810485168477175e+00,3.431596175902038720e-02
6.163116311631163663e-02,5.029830713335953218e-02,7.875580961066700469e-01,-3.273726744212875239e+00,3.440413150655177027e-02
6.175617561756176210e-02,5.038687700741190795e-02,7.871492808807926123e-01,-3.266666705058483888e+00,3.449233755589085904e-02
6.188118811881188064e-02,5.047541084559169916e-02,7.867413467732387033e-01,-3.259630239546067010e+00,3.458057981394566105e-02
6.200620062006200611e-02,5.056390871080387178e-02,7.863342908449690860e-01,-3.252617220475501725e+00,3.466885818797537516e-02
6.213121312131213159e-02,5.065237066579562214e-02,7.859281101727867425e-01,-3.245627521596647025e+00,3.475717258558838618e-02
6.225622562256225012e-02,5.074079677315710551e-02,7.855228018492185216e-01,-3.238661017600319436e+00,3.484552291474034280e-02
6.238123812381237560e-02,5.082918709532210227e-02,7.851183629823981214e-01,-3.231717584109372599e+00,3.493390908373223552e-02
6.250625062506250107e-02,5.091754169456870482e-02,7.847147906959502928e-01,-3.224797097669882984e+00,3.502233100120845377e-02
6.263126312631261960e-02,5.100586063302000456e-02,7.843120821288755984e-01,-3.217899435742431979e+00,3.511078857615487075e-02
6.275627562756275202e-02,5.109414397264477187e-02,7.839102344354369478e-01,-3.211024476693485230e+00,3.519928171789701160e-02
6.288128812881288443e-02,5.118239177525810146e-02,7.835092447850466879e-01,-3.204172099786882111e+00,3.528781033609809659e-02
6.300630063006300297e-02,5.127060410252209932e-02,7.831091103621554694e-01,-3.197342185175409135e+00,3.537637434075722315e-02
6.313131313131312150e-02,5.135878101594656270e-02,7.827098283661405587e-01,-3.190534613892473281e+00,3.546497364220752707e-02
6.325632563256325391e-02,5.144692257688963238e-02,7.823113960111972576e-01,-3.183749267843873465e+00,3.555360815111435063e-02
6.338133813381338633e-02,5.153502884655840333e-02,7.819138105262302130e-01,-3.176986029799663491e+00,3.564227777847336215e-02
6.350635063506350486e-02,5.162309988600961158e-02,7.815170691547452808e-01,-3.170244783386105603e+00,3.573098243560880044e-02
6.363136313631362340e-02,5.171113575615028657e-02,7.811211691547436109e-01,-3.163525413077711512e+00,3.581972203417169154e-02
6.375637563756375581e-02,5.179913651773840333e-02,7.807261077986158426e-01,-3.156827804189380693e+00,3.590849648613803763e-02
6.388138813881388822e-02,5.188710223138345845e-02,7.803318823730375220e-01,-3.150151842868623486e+00,3.599730570380704764e-02
6.400640064006400676e-02,5.197503295754717090e-02,7.799384901788656288e-01,-3.143497416087869922e+00,3.608614959979938169e-02
6.413141314131412529e-02,5.206292875654407182e-02,7.795459285310356590e-01,-3.136864411636865135e+00,3.617502808705543721e-02
6.425642564256425771e-02,5.215078968854217067e-02,7.791541947584603722e-01,-3.130252718115147825e+00,3.626394107883360723e-02
6.438143814381439012e-02,5.223861581356353812e-02,7.787632862039284287e-01,-3.123662224924621977e+00,3.635288848870852491e-02
6.450645064506450865e-02,5.232640719148490965e-02,7.783732002240051351e-01,-3.117092822262200080e+00,3.644187023056940505e-02
6.463146314631462719e-02,5.241416388203835874e-02,7.779839341889330795e-01,-3.110544401112528501e+00,3.653088621861834417e-02
6.475647564756475960e-02,5.250188594481189353e-02,7.775954854825342100e-01,-3.104016853240804341e+00,3.661993636736864122e-02
6.488148814881489201e-02,5.258957343925001193e-02,7.772078515021131340e-01,-3.097510071185661129e+00,3.670902059164309755e-02
6.500650065006501055e-02,5.267722642465432620e-02,7.768210296583599739e-01,-3.091023948252136222e+00,3.679813880657238634e-02
6.513151315131512908e-02,5.276484496018420817e-02,7.764350173752559980e-01,-3.084558378504715925e+00,3.688729092759342881e-02
6.525652565256526150e-02,5.285242910485735829e-02,7.760498120899781416e-01,-3.078113256760456995e+00,3.697647687044774284e-02
6.538153815381538003e-02,5.293997891755034685e-02,7.756654112528063028e-01,-3.071688478582186299e+00,3.706569655117978451e-02
6.550655065506549857e-02,5.302749445699926623e-02,7.752818123270297512e-01,-3.065283940271769314e+00,3.715494988613541466e-02
6.563156315631563098e-02,5.311497578180032070e-02,7.748990127888556456e-01,-3.058899538863455003e+00,3.724423679196026127e-02
6.575657565756574952e-02,5.320242295041031910e-02,7.745170101273175511e-01,-3.052535172117299300e+00,3.733355718559810271e-02
6.588158815881586805e-02,5.328983602114736179e-02,7.741358018441855116e-01,-3.046190738512645879e+00,3.742291098428936202e-02
6.600660066006600046e-02,5.337721505219136103e-02,7.737553854538761211e-01,-3.039866137241693078e+00,3.751229810556949706e-02
6.613161316131613288e-02,5.346456010158459615e-02,7.733757584833638177e-01,-3.033561268203122996e+00,3.760171846726745315e-02
6.625662566256625141e-02,5.355187122723228943e-02,7.729969184720937303e-01,-3.027276031995798533e+00,3.769117198750412262e-02
6.638163816381636995e-02,5.363914848690320286e-02,7.726188629718931944e-01,-3.021010329912531045e+00,3.778065858469083216e-02
6.650665066506650236e-02,5.372639193823018633e-02,7.722415895468864866e-01,-3.014764063933915494e+00,3.787017817752782317e-02
6.663166316631663477e-02,5.381360163871068414e-02,7.718650957734090046e-01,-3.008537136722231331e+00,3.795973068500269748e-02
6.675667566756675331e-02,5.390077764570733176e-02,7.714893792399221129e-01,-3.002329451615409983e+00,3.804931602638896709e-02
6.688168816881687184e-02,5.398792001644851096e-02,7.711144375469289880e-01,-2.996140912621062302e+00,3.813893412124456928e-02
6.700670067006700426e-02,5.407502880802891182e-02,7.707402683068920179e-01,-2.989971424410575729e+00,3.822858488941036081e-02
6.713171317131713667e-02,5.416210407740998378e-02,7.703668691441490912e-01,-2.983820892313275408e+00,3.831826825100865391e-02
6.725672567256725520e-02,5.424914588142056709e-02,7.699942376948329947e-01,-2.977689222310639927e+00,3.840798412644176596e-02
6.738173817381737374e-02,5.433615427675742016e-02,7.696223716067888132e-01,-2.971576321030584555e+00,3.849773243639059706e-02
6.750675067506750615e-02,5.442312931998572606e-02,7.692512685394945482e-01,-2.965482095741805324e+00,3.858751310181315897e-02
6.763176317631763856e-02,5.451007106753961301e-02,7.688809261639811821e-01,-2.959406454348179949e+00,3.867732604394315959e-02
6.775677567756775710e-02,5.459697957572269555e-02,7.685113421627530750e-01,-2.953349305383231815e+00,3.876717118428857356e-02
6.788178817881787563e-02,5.468385490070862970e-02,7.681425142297102493e-01,-2.947310558004648584e+00,3.885704844463027524e-02
6.800680068006800805e-02,5.477069709854159169e-02,7.677744400700702299e-01,-2.941290121988861195e+00,3.894695774702062324e-02
6.813181318131814046e-02,5.485750622513679148e-02,7.674071174002914386e-01,-2.935287907725680157e+00,3.903689901378203098e-02
6.825682568256825899e-02,5.494428233628102093e-02,7.670405439479963672e-01,-2.929303826212985129e+00,3.912687216750564134e-02
6.838183818381837753e-02,5.503102548763313950e-02,7.666747174518964147e-01,-2.923337789051475344e+00,3.921687713104994588e-02
6.850685068506850994e-02,5.511773573472462245e-02,7.663096356617163929e-01,-2.917389708439467544e+00,3.930691382753942476e-02
6.863186318631864236e-02,5.520441313295998409e-02,7.659452963381203627e-01,-2.911459497167757426e+00,3.939698218036317284e-02
6.875687568756876089e-02,5.529105773761736758e-02,7.655816972526379161e-01,-2.905547068614528605e+00,3.948708211317358829e-02
6.888188818881887943e-02,5.537766960384898907e-02,7.652188361875910116e-01,-2.899652336740313974e+00,3.957721354988503332e-02
6.900690069006901184e-02,5.546424878668168579e-02,7.648567109360214777e-01,-2.893775216083013468e+00,3.966737641467252273e-02
6.913191319131914425e-02,5.555079534101733246e-02,7.644953193016189585e-01,-2.887915621752960238e+00,3.975757063197037783e-02
6.925692569256926279e-02,5.563730932163339638e-02,7.641346590986503040e-01,-2.882073469428040546e+00,3.984779612647093572e-02
6.938193819381938132e-02,5.572379078318341616e-02,7.637747281518877385e-01,-2.876248675348862083e+00,3.993805282312327953e-02
6.950695069506951373e-02,5.581023978019747367e-02,7.634155242965402488e-01,-2.870441156313971565e+00,4.002834064713194084e-02
6.963196319631963227e-02,5.589665636708265190e-02,7.630570453781830853e-01,-2.864650829675126076e+00,4.011865952395556739e-02
6.975697569756975081e-02,5.598304059812356931e-02,7.626992892526890389e-01,-2.858877613332605261e+00,4.020900937930574348e-02
6.988198819881988322e-02,5.606939252748283781e-02,7.623422537861607173e-01,-2.853121425730580807e+00,4.029939013914567159e-02
7.000700070007000175e-02,5.615571220920147905e-02,7.619859368548623779e-01,-2.847382185852525005e+00,4.038980172968890947e-02
7.013201320132012029e-02,5.624199969719949344e-02,7.616303363451527586e-01,-2.841659813216669939e+00,4.048024407739817671e-02
7.025702570257025270e-02,5.632825504527626259e-02,7.612754501534185758e-01,-2.835954227871515965e+00,4.057071710898408484e-02
7.038203820382038511e-02,5.641447830711102118e-02,7.609212761860087992e-01,-2.830265350391383716e+00,4.066122075140389536e-02
7.050705070507050365e-02,5.650066953626332877e-02,7.605678123591688156e-01,-2.824593101872003409e+00,4.075175493186031922e-02
7.063206320632062218e-02,5.658682878617354167e-02,7.602150565989757025e-01,-2.818937403926164098e+00,4.084231957780033034e-02
7.075707570757075460e-02,5.667295611016327783e-02,7.598630068412739469e-01,-2.813298178679394468e+00,4.093291461691393740e-02
7.088208820882088701e-02,5.675905156143581931e-02,7.595116610316111627e-01,-2.807675348765696022e+00,4.102353997713295564e-02
7.100710071007100554e-02,5.684511519307660493e-02,7.591610171251754746e-01,-2.802068837323310024e+00,4.111419558662986889e-02
7.113211321132112408e-02,5.693114705805370906e-02,7.588110730867321241e-01,-2.796478567990534625e+00,4.120488137381663613e-02
7.125712571257125649e-02,5.701714720921823021e-02,7.584618268905617411e-01,-2.790904464901583726e+00,4.129559726734352565e-02
7.138213821382138891e-02,5.710311569930475589e-02,7.581132765203980606e-01,-2.785346452682484042e+00,4.138634319609792167e-02
7.150715071507150744e-02,5.718905258093182065e-02,7.577654199693671933e-01,-2.779804456447014793e+00,4.147711908920317936e-02
7.163216321632162598e-02,5.727495790660233621e-02,7.574182552399265633e-01,-2.774278401792686477e+00,4.156792487601750768e-02
7.175717571757175839e-02,5.736083172870404256e-02,7.570717803438048454e-01,-2.768768214796761384e+00,4.165876048613280369e-02
7.188218821882189080e-02,5.744667409950989651e-02,7.567259933019421236e-01,-2.763273822012318526e+00,4.174962584937350063e-02
7.200720072007200934e-02,5.753248507117855737e-02,7.563808921444310496e-01,-2.757795150464347866e+00,4.184052089579545081e-02
7.213221322132212787e-02,5.761826469575479642e-02,7.560364749104573345e-01,-2.752332127645891635e+00,4.193144555568484311e-02
7.225722572257226028e-02,5.770401302516993403e-02,7.556927396482421289e-01,-2.746884681514215387e+00,4.202239975955705115e-02
7.238223822382239270e-02,5.778973011124222819e-02,7.553496844149840683e-01,-2.741452740487031914e+00,4.211338343815552998e-02
7.250725072507251123e-02,5.787541600567733258e-02,7.550073072768015425e-01,-2.736036233438744691e+00,4.220439652245072670e-02
7.263226322632262977e-02,5.796107076006873360e-02,7.546656063086767396e-01,-2.730635089696738849e+00,4.229543894363899798e-02
7.275727572757276218e-02,5.804669442589813211e-02,7.543245795943981369e-01,-2.725249239037705884e+00,4.238651063314152756e-02
7.288228822882289459e-02,5.813228705453585970e-02,7.539842252265054334e-01,-2.719878611684009240e+00,4.247761152260322304e-02
7.300730073007301313e-02,5.821784869724130895e-02,7.536445413062337062e-01,-2.714523138300077854e+00,4.256874154389166109e-02
7.313231323132313166e-02,5.830337940516334971e-02,7.533055259434582318e-01,-2.709182749988838790e+00,4.265990062909603975e-02
7.325732573257326408e-02,5.838887922934073854e-02,7.529671772566401966e-01,-2.703857378288184954e+00,4.275108871052612364e-02
7.338233823382338261e-02,5.847434822070247257e-02,7.526294933727722958e-01,-2.698546955167478334e+00,4.284230572071114074e-02
7.350735073507350115e-02,5.855978643006829604e-02,7.522924724273254427e-01,-2.693251413024083885e+00,4.293355159239881785e-02
7.363236323632363356e-02,5.864519390814900562e-02,7.519561125641945898e-01,-2.687970684679941158e+00,4.302482625855429815e-02
7.375737573757375209e-02,5.873057070554689452e-02,7.516204119356468816e-01,-2.682704703378167466e+00,4.311612965235909339e-02
7.388238823882387063e-02,5.881591687275614794e-02,7.512853687022685856e-01,-2.677453402779691682e+00,4.320746170721011942e-02
7.400740074007400304e-02,5.890123246016325947e-02,7.509509810329132451e-01,-2.672216716959925797e+00,4.329882235671864837e-02
7.413241324132413546e-02,5.898651751804736415e-02,7.506172471046501649e-01,-2.666994580405462223e+00,4.339021153470927483e-02
7.425742574257425399e-02,5.907177209658067557e-02,7.502841651027128966e-01,-2.661786928010815068e+00,4.348162917521894433e-02
7.438243824382437253e-02,5.915699624582888838e-02,7.499517332204489461e-01,-2.656593695075168959e+00,4.357307521249595417e-02
7.450745074507450494e-02,5.924219001575154603e-02,7.496199496592688138e-01,-2.651414817299188709e+00,4.366454958099896810e-02
7.463246324632463735e-02,5.932735345620239464e-02,7.492888126285964789e-01,-2.646250230781837853e+00,4.375605221539599632e-02
7.475747574757475589e-02,5.941248661692979938e-02,7.489583203458196614e-01,-2.641099872017240280e+00,4.384758305056343786e-02
7.488248824882487442e-02,5.949758954757716073e-02,7.486284710362404171e-01,-2.635963677891560053e+00,4.393914202158512999e-02
7.500750075007500683e-02,5.958266229768322680e-02,7.482992629330263989e-01,-2.630841585679923433e+00,4.403072906375136292e-02
7.513251325132513925e-02,5.966770491668249576e-02,7.479706942771627842e-01,-2.625733533043363099e+00,4.412234411255790134e-02
7.525752575257525778e-02,5.975271745390559053e-02,7.476427633174038689e-01,-2.620639458025793456e+00,4.421398710370504775e-02
7.538253825382537632e-02,5.983769995857966123e-02,7.473154683102252172e-01,-2.615559299051009479e+00,4.430565797309671261e-02
7.550755075507550873e-02,5.992265247982871829e-02,7.469888075197769206e-01,-2.610492994919726417e+00,4.439735665683944982e-02
7.563256325632564114e-02,6.000757506667400015e-02,7.466627792178359702e-01,-2.605440484806634149e+00,4.448908309124151306e-02
7.575757575757575968e-02,6.009246776803435497e-02,7.463373816837604036e-01,-2.600401708257489730e+00,4.458083721281192596e-02
7.588258825882587821e-02,6.017733063272662219e-02,7.460126132044426761e-01,-2.595376605186228147e+00,4.467261895825958701e-02
7.600760076007601063e-02,6.026216370946597262e-02,7.456884720742636974e-01,-2.590365115872106383e+00,4.476442826449233275e-02
7.613261326132614304e-02,6.034696704686626223e-02,7.453649565950476452e-01,-2.585367180956876343e+00,4.485626506861600804e-02
7.625762576257626157e-02,6.043174069344040694e-02,7.450420650760168906e-01,-2.580382741441978656e+00,4.494812930793355699e-02
7.638263826382638011e-02,6.051648469760074339e-02,7.447197958337467005e-01,-2.575411738685762231e+00,4.504002091994416257e-02
7.650765076507651252e-02,6.060119910765938978e-02,7.443981471921213844e-01,-2.570454114400736678e+00,4.513193984234231682e-02
7.663266326632664494e-02,6.068588397182857891e-02,7.440771174822896628e-01,-2.565509810650845157e+00,4.522388601301691874e-02
7.675767576757676347e-02,6.077053933822099130e-02,7.437567050426214799e-01,-2.560578769848764757e+00,4.531585937005040005e-02
7.688268826882688201e-02,6.085516525485017147e-02,7.434369082186639277e-01,-2.555660934753229974e+00,4.540785985171787165e-02
7.700770077007701442e-02,6.093976176963084718e-02,7.431177253630987245e-01,-2.550756248466381937e+00,4.549988739648622160e-02
7.713271327132714683e-02,6.102432893037922773e-02,7.427991548356991380e-01,-2.545864654431146512e+00,4.559194194301323388e-02
7.725772577257726537e-02,6.110886678481339263e-02,7.424811950032875751e-01,-2.540986096428628827e+00,4.568402343014672795e-02
7.738273827382738390e-02,6.119337538055365233e-02,7.421638442396933932e-01,-2.536120518575538441e+00,4.577613179692373996e-02
7.750775077507751631e-02,6.127785476512287444e-02,7.418471009257114890e-01,-2.531267865321632282e+00,4.586826698256962764e-02
7.763276327632763485e-02,6.136230498594676119e-02,7.415309634490604429e-01,-2.526428081447191776e+00,4.596042892649721684e-02
7.775777577757775338e-02,6.144672609035430055e-02,7.412154302043412191e-01,-2.521601112060509742e+00,4.605261756830598963e-02
7.788278827882788580e-02,6.153111812557800903e-02,7.409004995929968640e-01,-2.516786902595408826e+00,4.614483284778123084e-02
7.800780078007800433e-02,6.161548113875430638e-02,7.405861700232715394e-01,-2.511985398808781245e+00,4.623707470489316074e-02
7.813281328132812287e-02,6.169981517692383483e-02,7.402724399101704433e-01,-2.507196546778150736e+00,4.632934307979617167e-02
7.825782578257825528e-02,6.178412028703181291e-02,7.399593076754197307e-01,-2.502420292899258047e+00,4.642163791282796770e-02
7.838283828382838769e-02,6.186839651592832001e-02,7.396467717474272119e-01,-2.497656583883663739e+00,4.651395914450873192e-02
7.850785078507850623e-02,6.195264391036865714e-02,7.393348305612426064e-01,-2.492905366756380747e+00,4.660630671554032156e-02
7.863286328632862476e-02,6.203686251701368004e-02,7.390234825585187961e-01,-2.488166588853519823e+00,4.669868056680549773e-02
7.875787578757875718e-02,6.212105238243011140e-02,7.387127261874728568e-01,-2.483440197819961615e+00,4.679108063936707196e-02
7.888288828882888959e-02,6.220521355309082540e-02,7.384025599028478659e-01,-2.478726141607053179e+00,4.688350687446711518e-02
7.900790079007900812e-02,6.228934607537522927e-02,7.380929821658746004e-01,-2.474024368470315149e+00,4.697595921352616666e-02
7.913291329132912666e-02,6.237344999556954789e-02,7.377839914442335667e-01,-2.469334826967179986e+00,4.706843759814247768e-02
7.925792579257925907e-02,6.245752535986717063e-02,7.374755862120174754e-01,-2.464657465954741777e+00,4.716094197009118583e-02
7.938293829382939149e-02,6.254157221436891512e-02,7.371677649496940488e-01,-2.459992234587536686e+00,4.725347227132353084e-02
7.950795079507951002e-02,6.262559060508336717e-02,7.368605261440687171e-01,-2.455339082315333155e+00,4.734602844396609833e-02
7.963296329632962856e-02,6.270958057792723472e-02,7.365538682882479815e-01,-2.450697958880948768e+00,4.743861043032005648e-02
7.975797579757976097e-02,6.279354217872559762e-02,7.362477898816029986e-01,-2.446068814318082651e+00,4.753121817286038581e-02
7.988298829882989338e-02,6.287747545321223375e-02,7.359422894297332762e-01,-2.441451598949170965e+00,4.762385161423506735e-02
8.000800080008001192e-02,6.296138044702995207e-02,7.356373654444307020e-01,-2.436846263383257938e+00,4.771651069726438182e-02
8.013301330133013045e-02,6.304525720573085634e-02,7.353330164436437943e-01,-2.432252758513888224e+00,4.780919536494015326e-02
8.025802580258026286e-02,6.312910577477673368e-02,7.350292409514420644e-01,-2.427671035517015685e+00,4.790190556042498576e-02
8.038303830383038140e-02,6.321292619953920722e-02,7.347260374979817099e-01,-2.423101045848939261e+00,4.799464122705148633e-02
8.050805080508049993e-02,6.329671852530019405e-02,7.344234046194695331e-01,-2.418542741244241956e+00,4.808740230832158485e-02
8.063306330633063235e-02,6.338048279725214118e-02,7.341213408581290789e-01,-2.413996073713760016e+00,4.818018874790576389e-02
8.075807580758075088e-02,6.346421906049830308e-02,7.338198447621658849e-01,-2.409460995542570316e+00,4.827300048964231621e-02
8.088308830883086942e-02,6.354792736005304699e-02,7.335189148857335084e-01,-2.404937459287987078e+00,4.836583747753664397e-02
8.100810081008100183e-02,6.363160774084221372e-02,7.332185497888993320e-01,-2.400425417777583004e+00,4.845869965576054400e-02
8.113311331133113424e-02,6.371526024770328422e-02,7.329187480376113673e-01,-2.395924824107229512e+00,4.855158696865143064e-02
8.125812581258125278e-02,6.379888492538580980e-02,7.326195082036643935e-01,-2.391435631639144965e+00,4.864449936071166963e-02
8.138313831383137131e-02,6.388248181855162022e-02,7.323208288646668729e-01,-2.386957793999969546e+00,4.873743677660787033e-02
8.150815081508150373e-02,6.396605097177514299e-02,7.320227086040083098e-01,-2.382491265078852560e+00,4.883039916117017099e-02
8.163316331633163614e-02,6.404959242954366694e-02,7.317251460108260552e-01,-2.378035999025559732e+00,4.892338645939150327e-02
8.175817581758175467e-02,6.413310623625764761e-02,7.314281396799734436e-01,-2.373591950248592042e+00,4.901639861642691914e-02
8.188318831883187321e-02,6.421659243623101254e-02,7.311316882119869298e-01,-2.369159073413323213e+00,4.910943557759292477e-02
8.200820082008200562e-02,6.430005107369141104e-02,7.308357902130545591e-01,-2.364737323440156302e+00,4.920249728836675190e-02
