s,h,theta,w,x
9.815796394454260818e-04,1.075876335561458961e-03,1.410616817320156757e+00,-8.921445885966802791e+01,9.598458831842280855e-05
1.000100010001000106e-03,1.094157182360572722e-03,1.408974911470433966e+00,-8.809890070885792568e+01,9.893850261165720275e-05
1.013990287917680786e-03,1.107864621749796467e-03,1.407756882552331446e+00,-8.728257200489966294e+01,1.011764499098507028e-04
1.027880565834361250e-03,1.121569327659421508e-03,1.406550075253396814e+00,-8.648305867914326939e+01,1.034310932681987397e-04
1.041770843751041713e-03,1.135271305260193622e-03,1.405354259718682775e+00,-8.569982963033602630e+01,1.057022755681956075e-04
1.055661121667722394e-03,1.148970559755960793e-03,1.404169213312738806e+00,-8.493237625103965627e+01,1.079898429083349669e-04
1.069551399584403074e-03,1.162667096380128311e-03,1.402994720315528410e+00,-8.418021123654907001e+01,1.102936445031953968e-04
1.083441677501083538e-03,1.176360920392336556e-03,1.401830571634361311e+00,-8.344286746931371113e+01,1.126135325867709503e-04
1.097331955417764002e-03,1.190052037075343483e-03,1.400676564530826562e+00,-8.271989697329942715e+01,1.149493623198233951e-04
1.111222233334444682e-03,1.203740451732099878e-03,1.399532502361797048e+00,-8.201086993319451324e+01,1.173009917010468215e-04
1.125112511251125363e-03,1.217426169683003727e-03,1.398398194333631883e+00,-8.131537377378579379e+01,1.196682814818484568e-04
1.139002789167805826e-03,1.231109196263325449e-03,1.397273455268775999e+00,-8.063301229521437108e+01,1.220510950845618206e-04
1.152893067084486290e-03,1.244789536820790563e-03,1.396158105384003534e+00,-7.996340486016809734e+01,1.244492985239192080e-04
1.166783345001166754e-03,1.258467196713309796e-03,1.395051970079614234e+00,-7.930618562938504112e+01,1.268627603316208443e-04
1.180673622917847217e-03,1.272142181306848852e-03,1.393954879738931396e+00,-7.866100284212933502e+01,1.292913514838482853e-04
1.194563900834527681e-03,1.285814495973429785e-03,1.392866669537500490e+00,-7.802751813856423269e+01,1.317349453315782583e-04
1.208454178751208145e-03,1.299484146089252079e-03,1.391787179261425145e+00,-7.740540592118559005e+01,1.341934175335613897e-04
1.222344456667888825e-03,1.313151137032932993e-03,1.390716253134317792e+00,-7.679435275269817396e+01,1.366666459918387659e-04
1.250125012501249969e-03,1.340477162920078544e-03,1.388599491433294419e+00,-7.560422723220329999e+01,1.416423755875124632e-04
1.277905568334611114e-03,1.367792616652344041e-03,1.386515220888077327e+00,-7.445485647927218054e+01,1.466759478974131775e-04
1.305686124167972258e-03,1.395097541189472450e-03,1.384462339164852507e+00,-7.334411672539538074e+01,1.517664530310312918e-04
1.333466680001333402e-03,1.422391979394203821e-03,1.382439800853538570e+00,-7.227003141387319829e+01,1.569130119722057586e-04
1.361247235834694546e-03,1.449675973997226934e-03,1.380446613557131386e+00,-7.123075854453254863e+01,1.621147749863570300e-04
1.389027791668055690e-03,1.476949567566391642e-03,1.378481834314293275e+00,-7.022457931058771408e+01,1.673709201370221771e-04
1.416808347501416834e-03,1.504212802479706380e-03,1.376544566321453056e+00,-6.924988787549206393e+01,1.726806519023880624e-04
1.444588903334777978e-03,1.531465720901697145e-03,1.374633955924626116e+00,-6.830518215785434677e+01,1.780431998834591930e-04
1.472369459168139123e-03,1.558708364762759072e-03,1.372749189854574947e+00,-6.738905550973268532e+01,1.834578175963280579e-04
1.500150015001500050e-03,1.585940775741174731e-03,1.370889492681918398e+00,-6.650018918835561976e+01,1.889237813417516548e-04
1.527930570834861194e-03,1.613162995247506169e-03,1.369054124471378309e+00,-6.563734553395227067e+01,1.944403891458908195e-04
1.555711126668222338e-03,1.640375064411104394e-03,1.367242378616643883e+00,-6.479936177723089941e+01,2.000069597666489368e-04
1.583491682501583482e-03,1.667577024068511672e-03,1.365453579839304155e+00,-6.398514440940227388e+01,2.056228317605647516e-04
1.611272238334944627e-03,1.694768914753550610e-03,1.363687082337063483e+00,-6.319366405572711898e+01,2.112873626056747326e-04
1.639052794168305771e-03,1.721950776688920080e-03,1.361942268067989126e+00,-6.242395080056819978e+01,2.169999278761737364e-04
1.666833350001666915e-03,1.749122649779140089e-03,1.360218545158896175e+00,-6.167508991800369245e+01,2.227599204650724889e-04
1.694613905835028059e-03,1.776284573604699265e-03,1.358515346427183301e+00,-6.094621796734602981e+01,2.285667498513826534e-04
1.722394461668389203e-03,1.803436587417280024e-03,1.356832128006488558e+00,-6.023651921752024663e+01,2.344198414086584115e-04
1.750175017501750347e-03,1.830578730135945000e-03,1.355168368067486862e+00,-5.954522236828401560e+01,2.403186357519924987e-04
1.777955573335111492e-03,1.857711040344183244e-03,1.353523565625983194e+00,-5.887159753979890553e+01,2.462625881208072303e-04
1.805736129168472636e-03,1.884833556287725557e-03,1.351897239431205655e+00,-5.821495350515674261e+01,2.522511677949997857e-04
1.833516685001833780e-03,1.911946315873046340e-03,1.350288926927874389e+00,-5.757463514318532560e+01,2.582838575421996788e-04
1.861297240835194707e-03,1.939049356666476499e-03,1.348698183286207053e+00,-5.695002109125368150e+01,2.643601530940750113e-04
1.889077796668555851e-03,1.966142715893866907e-03,1.347124580494567292e+00,-5.634052157991052923e+01,2.704795626497889663e-04
1.916858352501916996e-03,1.993226430440734991e-03,1.345567706509931849e+00,-5.574557643305852395e+01,2.766416064048528691e-04
1.944638908335277923e-03,2.020300536852847814e-03,1.344027164461788049e+00,-5.516465321902073526e+01,2.828458161037607351e-04
1.972419464168638850e-03,2.047365071337193740e-03,1.342502571905450193e+00,-5.459724553932316127e+01,2.890917346149096483e-04
2.000200020002000211e-03,2.074420069763292362e-03,1.340993560121143791e+00,-5.404287144332058546e+01,2.953789155264240985e-04
2.027980575835361572e-03,2.101465567664810401e-03,1.339499773455508524e+00,-5.350107195795259685e+01,3.017069227616036740e-04
2.055761131668722499e-03,2.128501600241450385e-03,1.338020868702457733e+00,-5.297140972294986483e+01,3.080753302128082629e-04
2.083541687502083427e-03,2.155528202361072648e-03,1.336556514520593764e+00,-5.245346772273340719e+01,3.144837213926789414e-04
2.111322243335444788e-03,2.182545408562028104e-03,1.335106390884597705e+00,-5.194684810707356348e+01,3.209316891016721486e-04
2.139102799168806149e-03,2.209553253055674456e-03,1.333670188568235160e+00,-5.145117109331333438e+01,3.274188351109558128e-04
2.166883355002167076e-03,2.236551769729054184e-03,1.332247608656802917e+00,-5.096607394362179377e+01,3.339447698597843473e-04
2.194663910835528003e-03,2.263540992147709558e-03,1.330838362087013005e+00,-5.049121001133707409e+01,3.405091121665273840e-04
2.222444466668889364e-03,2.290520953558623438e-03,1.329442169212474711e+00,-5.002624785099148852e+01,3.471114889525844663e-04
2.250225022502250725e-03,2.317491686893255031e-03,1.328058759393074606e+00,-4.957087038709144622e+01,3.537515349784696949e-04
2.278005578335611653e-03,2.344453224770673676e-03,1.326687870606682473e+00,-4.912477413715707542e+01,3.604288925913975896e-04
2.305786134168972580e-03,2.371405599500763309e-03,1.325329249081737215e+00,-4.868766848491670629e+01,3.671432114837452345e-04
2.333566690002333507e-03,2.398348843087487210e-03,1.323982648949371344e+00,-4.825927499990345382e+01,3.738941484618057238e-04
2.361347245835694435e-03,2.425282987232206099e-03,1.322647831913831284e+00,-4.783932680001986881e+01,3.806813672242865252e-04
2.389127801669055362e-03,2.452208063337037863e-03,1.321324566940048628e+00,-4.742756795392485003e+01,3.875045381500405841e-04
2.416908357502416289e-03,2.479124102508245900e-03,1.320012629957290962e+00,-4.702375292035839038e+01,3.943633380945498119e-04
2.444688913335777650e-03,2.506031135559654358e-03,1.318711803577908181e+00,-4.662764602175681716e+01,4.012574501947109617e-04
2.472469469169139011e-03,2.532929193016077250e-03,1.317421876830253913e+00,-4.623902094972659427e+01,4.081865636815009421e-04
2.500250025002499939e-03,2.559818305116756242e-03,1.316142644904928716e+00,-4.585766030014037398e+01,4.151503737001253501e-04
2.528030580835860866e-03,2.586698501818807550e-03,1.314873908913549716e+00,-4.548335513579726097e+01,4.221485811372769291e-04
2.555811136669222227e-03,2.613569812800658858e-03,1.313615475659312359e+00,-4.511590457475164584e+01,4.291808924551524570e-04
2.583591692502583588e-03,2.640432267465485806e-03,1.312367157418648400e+00,-4.475511540256286480e+01,4.362470195318987349e-04
2.611372248335944515e-03,2.667285894944632432e-03,1.311128771733345300e+00,-4.440080170685304495e+01,4.433466795081770009e-04
2.666933360002666804e-03,2.720966783530891654e-03,1.308681093351326430e+00,-4.371089155419539196e+01,4.576125097709283053e-04
2.722494471669389092e-03,2.774612706304536210e-03,1.306271078850314238e+00,-4.304482024284171615e+01,4.720097336962552400e-04
2.778055583336111380e-03,2.828223886875503527e-03,1.303897439070284880e+00,-4.240133058625495721e+01,4.865362451808744959e-04
2.833616695002833669e-03,2.881800544826177129e-03,1.301558952215849718e+00,-4.177925353967113153e+01,5.011900103995346311e-04
2.889177806669555523e-03,2.935342895815178620e-03,1.299254459175495091e+00,-4.117750054690714023e+01,5.159690640276397636e-04
2.944738918336277812e-03,2.988851151679041990e-03,1.296982859243690722e+00,-4.059505667509561988e+01,5.308715057262523591e-04
3.000300030003000100e-03,3.042325520531616312e-03,1.294743106204742089e+00,-4.003097444395481119e+01,5.458954968669013728e-04
3.055861141669722388e-03,3.095766206861107032e-03,1.292534204742099790e+00,-3.948436826867695970e+01,5.610392574759303806e-04
3.111422253336444677e-03,3.149173411624673052e-03,1.290355207141031801e+00,-3.895440944614644252e+01,5.763010633801469258e-04
3.166983365003166531e-03,3.202547332340545741e-03,1.288205210256208488e+00,-3.844032162327795277e+01,5.916792435373353833e-04
3.222544476669888820e-03,3.255888163177645192e-03,1.286083352718931483e+00,-3.794137669404267399e+01,6.071721775367871447e-04
3.278105588336611108e-03,3.309196095042693259e-03,1.283988812361515519e+00,-3.745689107843152499e+01,6.227782932564169182e-04
3.333666700003333396e-03,3.362471315664835973e-03,1.281920803838765277e+00,-3.698622234235804029e+01,6.384960646642964940e-04
3.375337533753374787e-03,3.402406375561559896e-03,1.280386756112170898e+00,-3.664192320477209819e+01,6.503670234812424520e-04
3.417008367503416612e-03,3.442323216077973827e-03,1.278866905000531906e+00,-3.630481355872765192e+01,6.622992446078633522e-04
3.458679201253458436e-03,3.482221913053918684e-03,1.277360955766259298e+00,-3.597466211861020469e+01,6.742921334102000433e-04
3.500350035003500261e-03,3.522102541411533706e-03,1.275868623100026911e+00,-3.565124756634224923e+01,6.863451076454541713e-04
3.542020868753542086e-03,3.561965175172846984e-03,1.274389630716703525e+00,-3.533435801563221190e+01,6.984575970654069736e-04
3.583691702503583477e-03,3.601809887476963967e-03,1.272923710972882816e+00,-3.502379051059725157e+01,7.106290430368331600e-04
3.625362536253624868e-03,3.641636750596856115e-03,1.271470604504636004e+00,-3.471935055620433275e+01,7.228588981780014258e-04
3.667033370003666692e-03,3.681445835955762715e-03,1.270030059884208473e+00,-3.442085167818964209e+01,7.351466260104113672e-04
