s,h,theta,w,x
5.927111348195564493e-04,6.908979433348900155e-04,1.451294858476877891e+00,-1.230665067448402112e+02,4.157509786255763094e-05
6.019722463011119816e-04,7.000923771809208600e-04,1.450160504369449210e+00,-1.219090637373061980e+02,4.267918206712110015e-05
6.112333577826676223e-04,7.092855527326444136e-04,1.449036757143977505e+00,-1.207757466705825209e+02,4.379369601660735103e-05
6.204944692642232629e-04,7.184774701322112905e-04,1.447923396975227650e+00,-1.196657821395536132e+02,4.491854077271364260e-05
6.297555807457787952e-04,7.276681296005232382e-04,1.446820211044511417e+00,-1.185784301261732168e+02,4.605361944460472864e-05
6.390166922273343274e-04,7.368575314332766668e-04,1.445726993238957592e+00,-1.175129821899439975e+02,4.719883712377077244e-05
6.482778037088898597e-04,7.460456759972139114e-04,1.444643543866991564e+00,-1.164687597762579685e+02,4.835410082167675009e-05
6.575389151904453919e-04,7.552325637265717116e-04,1.443569669388967025e+00,-1.154451126336453513e+02,4.951931941005311940e-05
6.668000266720010326e-04,7.644181951197155222e-04,1.442505182161986088e+00,-1.144414173317549199e+02,5.069440356368726204e-05
6.760611381535566733e-04,7.736025707359454537e-04,1.441449900198004785e+00,-1.134570758725898827e+02,5.187926570558413109e-05
6.853222496351122055e-04,7.827856911924678789e-04,1.440403646934397042e+00,-1.124915143881554656e+02,5.307381995437297924e-05
6.945833611166677378e-04,7.919675571615199120e-04,1.439366251016201970e+00,-1.115441819182482703e+02,5.427798207384465268e-05
7.038444725982232700e-04,8.011481693676393871e-04,1.438337546089344166e+00,-1.106145492626359186e+02,5.549166942451094910e-05
7.131055840797788023e-04,8.103275285850712302e-04,1.437317370604156874e+00,-1.097021079023467678e+02,5.671480091708449764e-05
7.223666955613344430e-04,8.195056356353030676e-04,1.436305567628596958e+00,-1.088063689852166789e+02,5.794729696778347296e-05
7.316278070428900836e-04,8.286824913847224815e-04,1.435301984670573683e+00,-1.079268623712293476e+02,5.918907945537120224e-05
7.408889185244456159e-04,8.378580967423895172e-04,1.434306473508856650e+00,-1.070631357335396672e+02,6.044007167984632095e-05
7.594111414875567888e-04,8.562055601191910113e-04,1.432339094091309883e+00,-1.053812971036416428e+02,6.296032496556108640e-05
7.779333644506679617e-04,8.745480338139165677e-04,1.430402323085608662e+00,-1.037575597482388616e+02,6.551667468605141295e-05
7.964555874137790262e-04,8.928855264317925268e-04,1.428495112992418381e+00,-1.021888658686260953e+02,6.810854959026159839e-05
8.149778103768901992e-04,9.112180470808881137e-04,1.426616470931571623e+00,-1.006723722746263974e+02,7.073539795752646284e-05
8.335000333400013721e-04,9.295456053226373297e-04,1.424765454843713419e+00,-9.920543165384385986e+01,7.339668658079124381e-05
8.520222563031124366e-04,9.478682111268499832e-04,1.422941170020464385e+00,-9.778557578756493740e+01,7.609189982043776574e-05
8.705444792662235011e-04,9.661858748307586633e-04,1.421142765929263474e+00,-9.641050047944617063e+01,7.882053872261784696e-05
8.890667022293346740e-04,9.844986071017029945e-04,1.419369433303086847e+00,-9.507805199490847770e+01,8.158212019662258556e-05
9.075889251924458469e-04,1.002806418903097289e-03,1.417620401468717040e+00,-9.378621483613487442e+01,8.437617624636902761e-05
9.261111481555569114e-04,1.021109321463364904e-03,1.415894935890267714e+00,-9.253310070053589698e+01,8.720225325157403187e-05
9.446333711186680844e-04,1.039407326247559138e-03,1.414192335907297204e+00,-9.131693849016194520e+01,9.005991129461706466e-05
9.631555940817792573e-04,1.057700444931413937e-03,1.412511932649143542e+00,-9.013606525634004640e+01,9.294872352947719475e-05
9.816778170448903218e-04,1.075988689377605943e-03,1.410853087109114723e+00,-8.898891797823969796e+01,9.586827558947067526e-05
1.000200040008001386e-03,1.094272071614021437e-03,1.409215188363928783e+00,-8.787402608649671265e+01,9.881816503081868345e-05
1.018722262971112451e-03,1.112550603813845622e-03,1.407597651925345250e+00,-8.679000465375003159e+01,1.017980008093462730e-04
1.037244485934223732e-03,1.130824298277315933e-03,1.405999918212283317e+00,-8.573554818323070492e+01,1.048074027878558587e-04
1.055766708897335013e-03,1.149093167414987375e-03,1.404421451132925824e+00,-8.470942493459688194e+01,1.078460012719356924e-04
1.074288931860446078e-03,1.167357223732380439e-03,1.402861736767366141e+00,-8.371047173321373691e+01,1.109134365721591204e-04
1.092811154823557142e-03,1.185616479815892327e-03,1.401320282142293649e+00,-8.273758921518232512e+01,1.140093585908054450e-04
1.111333377786668424e-03,1.203870948319860253e-03,1.399796614090047076e+00,-8.178973746575454129e+01,1.171334264313910172e-04
1.129855600749779705e-03,1.222120641954680753e-03,1.398290278185105429e+00,-8.086593201343944770e+01,1.202853080294419508e-04
1.148377823712890770e-03,1.240365573475898714e-03,1.396800837751745128e+00,-7.996524014620050025e+01,1.234646798030686506e-04
1.166900046676001834e-03,1.258605755674180012e-03,1.395327872937179636e+00,-7.908677751974219916e+01,1.266712263220185744e-04
1.185422269639113116e-03,1.276841201366100140e-03,1.393870979845025948e+00,-7.822970503105294426e+01,1.299046399939889247e-04
1.203944492602224397e-03,1.295071923385678536e-03,1.392429769724412125e+00,-7.739322593316644827e+01,1.331646207670777028e-04
1.222466715565335461e-03,1.313297934576598998e-03,1.391003868210457961e+00,-7.657658316957423494e+01,1.364508758473377266e-04
1.240988938528446526e-03,1.331519247785063059e-03,1.389592914612246766e+00,-7.577905690890938217e+01,1.397631194304781990e-04
1.259511161491557590e-03,1.349735875853222541e-03,1.388196561244740668e+00,-7.499996226246094011e+01,1.431010724468296201e-04
1.278033384454668655e-03,1.367947831613147919e-03,1.386814472801402465e+00,-7.423864716880160586e+01,1.464644623187550418e-04
1.296555607417779719e-03,1.386155127881288267e-03,1.385446325764561504e+00,-7.349449043134420378e+01,1.498530227297497806e-04
1.315077830380890784e-03,1.404357777453386132e-03,1.384091807850812428e+00,-7.276689989600889419e+01,1.532664934045273244e-04
1.333600053344002065e-03,1.422555793099813297e-03,1.382750617488959666e+00,-7.205531075740172753e+01,1.567046198994393391e-04
1.352122276307113347e-03,1.440749187561288615e-03,1.381422463328227046e+00,-7.135918398299567400e+01,1.601671534026238690e-04
1.370644499270224411e-03,1.458937973544958619e-03,1.380107063774637544e+00,-7.067800484577989550e+01,1.636538505433188131e-04
1.379905610751779943e-03,1.468030642318554841e-03,1.379454061536874665e+00,-7.034286609670763823e+01,1.654091618765672872e-04
1.389166722233335476e-03,1.477122163720854349e-03,1.378804146553122445e+00,-7.001128155711485590e+01,1.671704107431691458e-04
1.398427833714891225e-03,1.486212539329258763e-03,1.378157286177481566e+00,-6.968319312817168054e+01,1.689375683260488999e-04
1.407688945196446757e-03,1.495301770718450744e-03,1.377513448296162846e+00,-6.935854398990807113e+01,1.707106061129993059e-04
1.416950056678002289e-03,1.504389859460308117e-03,1.376872601315807687e+00,-6.903727856588129441e+01,1.724894958917166411e-04
1.426211168159558038e-03,1.513476807123818662e-03,1.376234714152132055e+00,-6.871934248901666820e+01,1.742742097449445627e-04
1.435472279641113571e-03,1.522562615275000744e-03,1.375599756218878422e+00,-6.840468256857593587e+01,1.760647200457237836e-04
1.444733391122669103e-03,1.531647285476826987e-03,1.374967697417071699e+00,-6.809324675820978712e+01,1.778609994527451555e-04
1.453994502604224635e-03,1.540730819289151850e-03,1.374338508124564040e+00,-6.778498412505327053e+01,1.796630209058024162e-04
1.463255614085780167e-03,1.549813218268641154e-03,1.373712159185862758e+00,-6.747984481982409477e+01,1.814707576213426784e-04
1.472516725567335700e-03,1.558894483968706378e-03,1.373088621902228690e+00,-6.717778004788597457e+01,1.832841830881116769e-04
1.481777837048891232e-03,1.567974617939442211e-03,1.372467868022040571e+00,-6.687874204124072719e+01,1.851032710628912825e-04
1.491038948530446764e-03,1.577053621727564749e-03,1.371849869731412763e+00,-6.658268403141427427e+01,1.869279955663268413e-04
1.500300060012002296e-03,1.586131496876355988e-03,1.371234599645060781e+00,-6.628956022320318198e+01,1.887583308788421180e-04
1.509561171493557829e-03,1.595208244925608093e-03,1.370622030797406632e+00,-6.599932576925013450e+01,1.905942515366392399e-04
1.518822282975113361e-03,1.604283867411572008e-03,1.370012136633914857e+00,-6.571193674541744656e+01,1.924357323277816375e-04
1.528083394456668893e-03,1.613358365866908667e-03,1.369404891002653502e+00,-6.542735012692973839e+01,1.942827482883577577e-04
1.537344505938224425e-03,1.622431741820641289e-03,1.368800268146072918e+00,-6.514552376525745103e+01,1.961352746987234628e-04
1.546605617419780174e-03,1.631503996798111793e-03,1.368198242692994615e+00,-6.486641636571455649e+01,1.979932870798211644e-04
1.555866728901335707e-03,1.640575132320937863e-03,1.367598789650805724e+00,-6.458998746574469862e+01,1.998567611895733873e-04
1.565127840382891239e-03,1.649645149906974135e-03,1.367001884397849087e+00,-6.431619741387082456e+01,2.017256730193495444e-04
1.574388951864446988e-03,1.658714051070273813e-03,1.366407502676008301e+00,-6.404500734928512884e+01,2.035999987905033203e-04
1.583650063346002520e-03,1.667781837321052245e-03,1.365815620583475942e+00,-6.377637918205611101e+01,2.054797149509791996e-04
1.592911174827558052e-03,1.676848510165655044e-03,1.365226214567704766e+00,-6.351027557393122436e+01,2.073647981719868127e-04
1.602172286309113585e-03,1.685914071106524477e-03,1.364639261418532756e+00,-6.324665991971420453e+01,2.092552253447405497e-04
1.611433397790669117e-03,1.694978521642170194e-03,1.364054738261477828e+00,-6.298549632919689145e+01,2.111509735772636306e-04
1.620694509272224866e-03,1.704041863267141471e-03,1.363472622551198166e+00,-6.272674960962633151e+01,2.130520201912544632e-04
1.629955620753780398e-03,1.713104097471999021e-03,1.362892892065112660e+00,-6.247038524868877118e+01,2.149583427190140679e-04
1.639216732235335931e-03,1.722165225743292009e-03,1.362315524897175445e+00,-6.221636939799248722e+01,2.168699189004332428e-04
1.648477843716891680e-03,1.731225249563533982e-03,1.361740499451801867e+00,-6.196466885703267735e+01,2.187867266800374352e-04
1.657738955198447212e-03,1.740284170411180104e-03,1.361167794437941447e+00,-6.171525105762184893e+01,2.207087442040883165e-04
1.667000066680002744e-03,1.749341989760608718e-03,1.360597388863291624e+00,-6.146808404876991716e+01,2.226359498177409772e-04
1.676261178161558276e-03,1.758398709082100320e-03,1.360029262028650487e+00,-6.122313648199893521e+01,2.245683220622547087e-04
1.685522289643113809e-03,1.767454329841821941e-03,1.359463393522402752e+00,-6.098037759707781902e+01,2.265058396722565846e-04
1.694783401124669341e-03,1.776508853501809152e-03,1.358899763215137391e+00,-6.073977720816308334e+01,2.284484815730565977e-04
1.704044512606224873e-03,1.785562281519952185e-03,1.358338351254389842e+00,-6.050130569033207451e+01,2.303962268780128310e-04
1.722566735569335938e-03,1.803665856441429146e-03,1.357222104316843536e+00,-6.003063349454837550e+01,2.343018828938786037e-04
1.741088958532447002e-03,1.821765066185990862e-03,1.356114499236648729e+00,-5.956813474066578351e+01,2.382277469729845868e-04
1.759611181495558067e-03,1.839859922266248726e-03,1.355015386655620713e+00,-5.911359133377160191e+01,2.421736578318632420e-04
1.778133404458669348e-03,1.857950436127430317e-03,1.353924621182338361e+00,-5.866679298415899524e+01,2.461394569777621455e-04
1.796655627421780629e-03,1.876036619147156484e-03,1.352842061250837391e+00,-5.822753685818778990e+01,2.501249886345654409e-04
1.815177850384891694e-03,1.894118482635274167e-03,1.351767568985596801e+00,-5.779562724783464489e+01,2.541300996713520988e-04
1.833700073348002758e-03,1.912196037833745373e-03,1.350701010072479225e+00,-5.737087525777020147e+01,2.581546395334738354e-04
1.852222296311114040e-03,1.930269295916582552e-03,1.349642253635316536e+00,-5.695309850888327929e+01,2.621984601760408268e-04
1.870744519274225321e-03,1.948338267989830827e-03,1.348591172117839410e+00,-5.654212085724755354e+01,2.662614159997109199e-04
1.889266742237336386e-03,1.966402965091592486e-03,1.347547641170679267e+00,-5.613777212759613633e+01,2.703433637886823210e-04
1.907788965200447450e-03,1.984463398192091391e-03,1.346511539543176594e+00,-5.573988786043373267e+01,2.744441626507951662e-04
1.926311188163558515e-03,2.002519578193772288e-03,1.345482748979755394e+00,-5.534830907197545713e+01,2.785636739596522018e-04
1.944833411126669579e-03,2.020571515931433946e-03,1.344461154120629720e+00,-5.496288202615615148e+01,2.827017612986737352e-04
1.963355634089780644e-03,2.038619222172394392e-03,1.343446642406628255e+00,-5.458345801800493291e+01,2.868582904070059213e-04
1.981877857052892142e-03,2.056662707616682163e-03,1.342439103987929983e+00,-5.420989316772637068e+01,2.910331291272055679e-04
2.000400080016003206e-03,2.074701982897255315e-03,1.341438431636519324e+00,-5.384204822487326680e+01,2.952261473546281150e-04
2.018922302979114271e-03,2.092737058580247320e-03,1.340444520662181116e+00,-5.347978838203604823e+01,2.994372169884508615e-04
2.037444525942225769e-03,2.110767945165230742e-03,1.339457268831860448e+00,-5.312298309751130176e+01,3.036662118842633519e-04
2.055966748905336833e-03,2.128794653085501736e-03,1.338476576292229714e+00,-5.277150592644625249e+01,3.079130078081632866e-04
2.074488971868447898e-03,2.146817192708388826e-03,1.337502345495306111e+00,-5.242523435998818115e+01,3.121774823922988658e-04
2.093011194831558962e-03,2.164835574335572960e-03,1.336534481126981255e+00,-5.208404967199764712e+01,3.164595150917989667e-04
2.111533417794670027e-03,2.182849808203425786e-03,1.335572890038318583e+00,-5.174783677291188866e+01,3.207589871430379194e-04
2.130055640757781091e-03,2.200859904483362228e-03,1.334617481179498633e+00,-5.141648407037060764e+01,3.250757815231831104e-04
2.148577863720892156e-03,2.218865873282205650e-03,1.333668165536283645e+00,-5.108988333624032663e+01,3.294097829109759751e-04
2.167100086684003220e-03,2.236867724642568195e-03,1.332724856068888908e+00,-5.076792957969559694e+01,3.337608776486989987e-04
2.185622309647114285e-03,2.254865468543235454e-03,1.331787467653151147e+00,-5.045052092603631877e+01,3.381289537052845442e-04
2.204144532610225783e-03,2.272859114899567629e-03,1.330855917023892276e+00,-5.013755850093966160e+01,3.425139006405220326e-04
2.222666755573336848e-03,2.290848673563905449e-03,1.329930122720376362e+00,-4.982894631986312106e+01,3.469156095703223273e-04
2.236558422795670471e-03,2.304338165905775188e-03,1.329239506567200468e+00,-4.960028586400319739e+01,3.502293822423318864e-04
2.250450090018003661e-03,2.317825368535972059e-03,1.328552050479272939e+00,-4.937398161608513192e+01,3.535524709762574301e-04
