theta_rad,Qi,Q_chan,log_c,c,spacing,radius,series_terms,coarse_Qi,wide_Qi,discretisation_delta_Qi,domain_delta_Qi,estimated_error_Qi,relative_residual,method,generator_sha256
0.65000000000000002,-1.4604003316832883,-0.46040033168328831,0.95818157193087949,2.6069516066547598,0.050000000000000003,40,3000,-1.4604034490617734,-1.4604003316832606,3.117378485129052e-06,2.7755575615628914e-14,3.117378485129052e-06,1.2238356914956862e-15,scott-2020-regularised-nystrom-v1,ad64d1fc746573f0ddb77d4c7c70cbb73ea997be025338cbf14aaf058317a04e
0.69999999999999996,-1.3746266593452174,-0.37462665934521744,0.93490807301131817,2.5469793108386827,0.050000000000000003,40,3000,-1.3746295330561542,-1.3746266593452234,2.8737109367682478e-06,5.9952043329758453e-15,2.8737109367682478e-06,1.4416687867307577e-15,scott-2020-regularised-nystrom-v1,ad64d1fc746573f0ddb77d4c7c70cbb73ea997be025338cbf14aaf058317a04e
0.75,-1.2928931376213411,-0.29289313762134106,0.90963769876890455,2.4834226233016423,0.050000000000000003,40,3000,-1.2928957988330163,-1.2928931376213071,2.6612116752477988e-06,3.397282455352979e-14,2.6612116752477988e-06,1.5009011359946759e-15,scott-2020-regularised-nystrom-v1,ad64d1fc746573f0ddb77d4c7c70cbb73ea997be025338cbf14aaf058317a04e
0.80000000000000004,-1.2144873857406737,-0.21448738574067372,0.88230446410054419,2.4164619447684128,0.050000000000000003,40,3000,-1.214489859805401,-1.2144873857406586,2.4740647273091554e-06,1.5099033134902129e-14,2.4740647273091554e-06,1.1010812124257474e-15,scott-2020-regularised-nystrom-v1,ad64d1fc746573f0ddb77d4c7c70cbb73ea997be025338cbf14aaf058317a04e
0.84999999999999998,-1.1388112701121718,-0.13881127011217176,0.85283494889295586,2.3462890418647029,0.050000000000000003,40,3000,-1.1388135779374315,-1.1388112701121633,2.3078252597841242e-06,8.4376949871511897e-15,2.3078252597841242e-06,1.0449756904899612e-15,scott-2020-regularised-nystrom-v1,ad64d1fc746573f0ddb77d4c7c70cbb73ea997be025338cbf14aaf058317a04e
0.90000000000000002,-1.0653527270156051,-0.065352727015605128,0.82114756599438588,2.2731068815276312,0.050000000000000003,40,3000,-1.0653548860541182,-1.0653527270155909,2.1590385130831891e-06,1.4210854715202004e-14,2.1590385130831891e-06,1.793764960502508e-15,scott-2020-regularised-nystrom-v1,ad64d1fc746573f0ddb77d4c7c70cbb73ea997be025338cbf14aaf058317a04e
0.94999999999999996,-0.99366494549840179,0.006335054501598214,0.78715172151090573,2.1971294688688667,0.050000000000000003,40,3000,-0.99366697047780306,-0.99366494549837969,2.0249794012716649e-06,2.2093438190040615e-14,2.0249794012716649e-06,1.8403266706088135e-15,scott-2020-regularised-nystrom-v1,ad64d1fc746573f0ddb77d4c7c70cbb73ea997be025338cbf14aaf058317a04e
1,-0.92335059691284183,0.076649403087158174,0.75074685064375013,2.1185816900012755,0.050000000000000003,40,3000,-0.92335250038314032,-0.92335059691281363,1.9034702984921381e-06,2.8199664825478976e-14,1.9034702984921381e-06,2.1377075429390199e-15,scott-2020-regularised-nystrom-v1,ad64d1fc746573f0ddb77d4c7c70cbb73ea997be025338cbf14aaf058317a04e
1.05,-0.85404958088977001,0.14595041911022999,0.71182130905604779,2.0376991609390807,0.050000000000000003,40,3000,-0.8540513736405273,-0.85404958088977279,1.7927507572901291e-06,2.7755575615628914e-15,1.7927507572901291e-06,1.6424298673934801e-15,scott-2020-regularised-nystrom-v1,ad64d1fc746573f0ddb77d4c7c70cbb73ea997be025338cbf14aaf058317a04e
1.1000000000000001,-0.78542924708087436,0.21457075291912564,0.67025109583441811,1.9547280830982421,0.050000000000000003,40,3000,-0.78543093846384948,-0.78542924708086037,1.6913829751219467e-06,1.3988810110276972e-14,1.6913829751219467e-06,1.945078054470739e-15,scott-2020-regularised-nystrom-v1,ad64d1fc746573f0ddb77d4c7c70cbb73ea997be025338cbf14aaf058317a04e
